2025-12-20 13:07:42 | INFO     | multiagent           | Logging initialized at level INFO
2025-12-20 13:07:48 | INFO     | multiagent.startup   | [OK] Supabase connection successful
2025-12-20 13:07:48 | INFO     | multiagent.startup   | [OK] OpenRouter API key valid
2025-12-20 13:07:48 | INFO     | multiagent.startup   | [OK] Storage directory writable
2025-12-20 13:07:48 | INFO     | multiagent.startup   | [INFO] SMTP not configured (notifications disabled)
2025-12-20 13:07:48 | INFO     | multiagent.startup   | All startup checks passed
2025-12-20 13:07:49 | WARNING  | app                  | Initializing MockSupabaseAuth for DEV_MODE
2025-12-20 13:07:49 | INFO     | app.auth             | Mock Supabase auth client initialized (DEV MODE)
2025-12-20 13:07:49 | INFO     | app.auth             | Loaded mock DB from storage/mock_db.json
2025-12-20 13:07:49 | INFO     | orchestrator.llm_client | OpenRouter client initialized
2025-12-20 13:07:49 | INFO     | orchestrator.tools.notifier | SMTP notifier disabled (no configuration)
2025-12-20 13:07:49 | INFO     | orchestrator.config  | Loading config from: D:\try\config
2025-12-20 13:07:49 | INFO     | orchestrator.config  | Loaded agents.yaml
2025-12-20 13:07:49 | INFO     | orchestrator.config  | Loaded openrouter.yaml
2025-12-20 13:07:49 | INFO     | orchestrator.orchestrator | Orchestrator initialized
2025-12-20 13:07:49 | INFO     | app                  | Flask application initialized successfully
2025-12-20 13:07:49 | INFO     | multiagent.app       | Flask application created successfully
2025-12-20 13:07:49 | INFO     | multiagent           | ------------------------------------------------------------
2025-12-20 13:07:49 | INFO     | multiagent           | Starting Flask server on http://0.0.0.0:5000
2025-12-20 13:07:49 | INFO     | multiagent           | Debug mode: True
2025-12-20 13:07:49 | INFO     | multiagent           | ------------------------------------------------------------
2025-12-20 13:07:49 | WARNING  | werkzeug             |  * Debugger is active!
2025-12-20 13:10:59 | INFO     | multiagent           | Received SIGINT signal, initiating graceful shutdown...
2025-12-20 13:10:59 | INFO     | multiagent.cleanup   | Performing cleanup tasks...
2025-12-20 13:10:59 | INFO     | multiagent.cleanup   | Cleanup completed successfully
2025-12-20 13:10:59 | INFO     | multiagent           | Application shutdown complete
2025-12-20 13:10:59 | INFO     | multiagent.cleanup   | Performing cleanup tasks...
2025-12-20 13:10:59 | INFO     | multiagent.cleanup   | Cleanup completed successfully
2025-12-20 13:10:59 | INFO     | multiagent           | Received SIGINT signal, initiating graceful shutdown...
2025-12-20 13:10:59 | INFO     | multiagent.cleanup   | Performing cleanup tasks...
2025-12-20 13:10:59 | INFO     | multiagent.cleanup   | Cleanup completed successfully
2025-12-20 13:10:59 | INFO     | multiagent           | Application shutdown complete
2025-12-20 13:10:59 | INFO     | multiagent.cleanup   | Performing cleanup tasks...
2025-12-20 13:10:59 | INFO     | multiagent.cleanup   | Cleanup completed successfully
2025-12-20 13:14:46 | INFO     | multiagent           | Logging initialized at level INFO
2025-12-20 13:14:46 | INFO     | multiagent           | Log files: D:\try\storage\logs\app_20251220.log
2025-12-20 13:14:46 | INFO     | multiagent           | ============================================================
2025-12-20 13:14:46 | INFO     | multiagent           | Multi-Agent Corporate System Starting
2025-12-20 13:14:46 | INFO     | multiagent           | ============================================================
2025-12-20 13:14:46 | INFO     | multiagent           | Python version: 3.13.5 (tags/v3.13.5:6cb20a2, Jun 11 2025, 16:15:46) [MSC v.1943 64 bit (AMD64)]
2025-12-20 13:14:46 | INFO     | multiagent           | Project root: D:\try
2025-12-20 13:14:46 | INFO     | multiagent           | Start time: 2025-12-20T07:44:46.537122+00:00
2025-12-20 13:14:46 | INFO     | multiagent.config    | Configuration validated successfully
2025-12-20 13:14:46 | INFO     | multiagent.config    | Environment: development
2025-12-20 13:14:46 | INFO     | multiagent.config    | Debug mode: True
2025-12-20 13:14:46 | INFO     | multiagent.startup   | Performing startup health checks...
2025-12-20 13:14:47 | INFO     | multiagent.startup   | [OK] Supabase connection successful
2025-12-20 13:14:48 | INFO     | multiagent.startup   | [OK] OpenRouter API key valid
2025-12-20 13:14:48 | INFO     | multiagent.startup   | [OK] Storage directory writable
2025-12-20 13:14:48 | INFO     | multiagent.startup   | [INFO] SMTP not configured (notifications disabled)
2025-12-20 13:14:48 | INFO     | multiagent.startup   | All startup checks passed
2025-12-20 13:14:48 | WARNING  | app                  | Initializing MockSupabaseAuth for DEV_MODE
2025-12-20 13:14:48 | INFO     | app.auth             | Mock Supabase auth client initialized (DEV MODE)
2025-12-20 13:14:48 | INFO     | app.auth             | Loaded mock DB from storage/mock_db.json
2025-12-20 13:14:49 | INFO     | orchestrator.llm_client | OpenRouter client initialized
2025-12-20 13:14:49 | INFO     | orchestrator.tools.notifier | SMTP notifier disabled (no configuration)
2025-12-20 13:14:49 | INFO     | orchestrator.config  | Loading config from: D:\try\config
2025-12-20 13:14:49 | INFO     | orchestrator.config  | Loaded agents.yaml
2025-12-20 13:14:49 | INFO     | orchestrator.config  | Loaded openrouter.yaml
2025-12-20 13:14:49 | INFO     | orchestrator.orchestrator | Orchestrator initialized
2025-12-20 13:14:49 | INFO     | app                  | Flask application initialized successfully
2025-12-20 13:14:49 | INFO     | multiagent.app       | Flask application created successfully
2025-12-20 13:14:49 | INFO     | multiagent           | ------------------------------------------------------------
2025-12-20 13:14:49 | INFO     | multiagent           | Starting Flask server on http://0.0.0.0:5000
2025-12-20 13:14:49 | INFO     | multiagent           | Debug mode: True
2025-12-20 13:14:49 | INFO     | multiagent           | ------------------------------------------------------------
2025-12-20 13:14:49 | INFO     | multiagent           | Logging initialized at level INFO
2025-12-20 13:14:49 | INFO     | multiagent           | Log files: D:\try\storage\logs\app_20251220.log
2025-12-20 13:14:49 | INFO     | multiagent           | ============================================================
2025-12-20 13:14:49 | INFO     | multiagent           | Multi-Agent Corporate System Starting
2025-12-20 13:14:49 | INFO     | multiagent           | ============================================================
2025-12-20 13:14:49 | INFO     | multiagent           | Python version: 3.13.5 (tags/v3.13.5:6cb20a2, Jun 11 2025, 16:15:46) [MSC v.1943 64 bit (AMD64)]
2025-12-20 13:14:49 | INFO     | multiagent           | Project root: D:\try
2025-12-20 13:14:49 | INFO     | multiagent           | Start time: 2025-12-20T07:44:49.568411+00:00
2025-12-20 13:14:49 | INFO     | multiagent.config    | Configuration validated successfully
2025-12-20 13:14:49 | INFO     | multiagent.config    | Environment: development
2025-12-20 13:14:49 | INFO     | multiagent.config    | Debug mode: True
2025-12-20 13:14:49 | INFO     | multiagent.startup   | Performing startup health checks...
2025-12-20 13:14:50 | INFO     | multiagent.startup   | [OK] Supabase connection successful
2025-12-20 13:14:51 | INFO     | multiagent.startup   | [OK] OpenRouter API key valid
2025-12-20 13:14:51 | INFO     | multiagent.startup   | [OK] Storage directory writable
2025-12-20 13:14:51 | INFO     | multiagent.startup   | [INFO] SMTP not configured (notifications disabled)
2025-12-20 13:14:51 | INFO     | multiagent.startup   | All startup checks passed
2025-12-20 13:14:51 | WARNING  | app                  | Initializing MockSupabaseAuth for DEV_MODE
2025-12-20 13:14:51 | INFO     | app.auth             | Mock Supabase auth client initialized (DEV MODE)
2025-12-20 13:14:51 | INFO     | app.auth             | Loaded mock DB from storage/mock_db.json
2025-12-20 13:14:51 | INFO     | orchestrator.llm_client | OpenRouter client initialized
2025-12-20 13:14:51 | INFO     | orchestrator.tools.notifier | SMTP notifier disabled (no configuration)
2025-12-20 13:14:51 | INFO     | orchestrator.config  | Loading config from: D:\try\config
2025-12-20 13:14:51 | INFO     | orchestrator.config  | Loaded agents.yaml
2025-12-20 13:14:51 | INFO     | orchestrator.config  | Loaded openrouter.yaml
2025-12-20 13:14:51 | INFO     | orchestrator.orchestrator | Orchestrator initialized
2025-12-20 13:14:51 | INFO     | app                  | Flask application initialized successfully
2025-12-20 13:14:51 | INFO     | multiagent.app       | Flask application created successfully
2025-12-20 13:14:51 | INFO     | multiagent           | ------------------------------------------------------------
2025-12-20 13:14:51 | INFO     | multiagent           | Starting Flask server on http://0.0.0.0:5000
2025-12-20 13:14:51 | INFO     | multiagent           | Debug mode: True
2025-12-20 13:14:51 | INFO     | multiagent           | ------------------------------------------------------------
2025-12-20 13:14:51 | WARNING  | werkzeug             |  * Debugger is active!
2025-12-20 13:25:12 | INFO     | multiagent           | Received SIGINT signal, initiating graceful shutdown...
2025-12-20 13:25:12 | INFO     | multiagent.cleanup   | Performing cleanup tasks...
2025-12-20 13:25:12 | INFO     | multiagent.cleanup   | Cleanup completed successfully
2025-12-20 13:25:12 | INFO     | multiagent           | Application shutdown complete
2025-12-20 13:25:12 | INFO     | multiagent.cleanup   | Performing cleanup tasks...
2025-12-20 13:25:12 | INFO     | multiagent.cleanup   | Cleanup completed successfully
2025-12-20 13:25:12 | INFO     | multiagent           | Received SIGINT signal, initiating graceful shutdown...
2025-12-20 13:25:12 | INFO     | multiagent.cleanup   | Performing cleanup tasks...
2025-12-20 13:25:12 | INFO     | multiagent.cleanup   | Cleanup completed successfully
2025-12-20 13:25:12 | INFO     | multiagent           | Application shutdown complete
2025-12-20 13:25:12 | INFO     | multiagent.cleanup   | Performing cleanup tasks...
2025-12-20 13:25:12 | INFO     | multiagent.cleanup   | Cleanup completed successfully
2025-12-20 13:31:46 | INFO     | multiagent           | Logging initialized at level INFO
2025-12-20 13:31:46 | INFO     | multiagent           | Log files: D:\try\storage\logs\app_20251220.log
2025-12-20 13:31:46 | INFO     | multiagent           | ============================================================
2025-12-20 13:31:46 | INFO     | multiagent           | Multi-Agent Corporate System Starting
2025-12-20 13:31:46 | INFO     | multiagent           | ============================================================
2025-12-20 13:31:46 | INFO     | multiagent           | Python version: 3.13.5 (tags/v3.13.5:6cb20a2, Jun 11 2025, 16:15:46) [MSC v.1943 64 bit (AMD64)]
2025-12-20 13:31:46 | INFO     | multiagent           | Project root: D:\try
2025-12-20 13:31:46 | INFO     | multiagent           | Start time: 2025-12-20T08:01:46.799584+00:00
2025-12-20 13:31:46 | INFO     | multiagent.config    | Configuration validated successfully
2025-12-20 13:31:46 | INFO     | multiagent.config    | Environment: development
2025-12-20 13:31:46 | INFO     | multiagent.config    | Debug mode: True
2025-12-20 13:31:46 | INFO     | multiagent.startup   | Performing startup health checks...
2025-12-20 13:31:47 | INFO     | multiagent           | Logging initialized at level INFO
2025-12-20 13:31:47 | INFO     | multiagent           | Log files: D:\try\storage\logs\app_20251220.log
2025-12-20 13:31:47 | INFO     | multiagent           | ============================================================
2025-12-20 13:31:47 | INFO     | multiagent           | Multi-Agent Corporate System Starting
2025-12-20 13:31:47 | INFO     | multiagent           | ============================================================
2025-12-20 13:31:47 | INFO     | multiagent           | Python version: 3.13.5 (tags/v3.13.5:6cb20a2, Jun 11 2025, 16:15:46) [MSC v.1943 64 bit (AMD64)]
2025-12-20 13:31:47 | INFO     | multiagent           | Project root: D:\try
2025-12-20 13:31:47 | INFO     | multiagent           | Start time: 2025-12-20T08:01:47.866690+00:00
2025-12-20 13:31:47 | INFO     | multiagent.config    | Configuration validated successfully
2025-12-20 13:31:47 | INFO     | multiagent.config    | Environment: development
2025-12-20 13:31:47 | INFO     | multiagent.config    | Debug mode: True
2025-12-20 13:31:47 | INFO     | multiagent.startup   | Performing startup health checks...
2025-12-20 13:31:49 | INFO     | multiagent.startup   | [OK] Supabase connection successful
2025-12-20 13:31:50 | INFO     | multiagent.startup   | [OK] OpenRouter API key valid
2025-12-20 13:31:50 | INFO     | multiagent.startup   | [OK] Storage directory writable
2025-12-20 13:31:50 | INFO     | multiagent.startup   | [INFO] SMTP not configured (notifications disabled)
2025-12-20 13:31:50 | INFO     | multiagent.startup   | All startup checks passed
2025-12-20 13:31:50 | WARNING  | app                  | Initializing MockSupabaseAuth for DEV_MODE
2025-12-20 13:31:50 | INFO     | app.auth             | Mock Supabase auth client initialized (DEV MODE)
2025-12-20 13:31:50 | INFO     | app.auth             | Loaded mock DB from storage/mock_db.json
2025-12-20 13:31:51 | INFO     | orchestrator.llm_client | OpenRouter client initialized
2025-12-20 13:31:51 | INFO     | orchestrator.tools.notifier | SMTP notifier disabled (no configuration)
2025-12-20 13:31:51 | INFO     | orchestrator.config  | Loading config from: D:\try\config
2025-12-20 13:31:51 | INFO     | orchestrator.config  | Loaded agents.yaml
2025-12-20 13:31:51 | INFO     | orchestrator.config  | Loaded openrouter.yaml
2025-12-20 13:31:51 | INFO     | orchestrator.orchestrator | Orchestrator initialized
2025-12-20 13:31:51 | INFO     | app                  | Flask application initialized successfully
2025-12-20 13:31:51 | INFO     | multiagent.app       | Flask application created successfully
2025-12-20 13:31:51 | INFO     | multiagent           | ------------------------------------------------------------
2025-12-20 13:31:51 | INFO     | multiagent           | Starting Flask server on http://0.0.0.0:5000
2025-12-20 13:31:51 | INFO     | multiagent           | Debug mode: True
2025-12-20 13:31:51 | INFO     | multiagent           | ------------------------------------------------------------
2025-12-20 13:31:52 | INFO     | multiagent           | Logging initialized at level INFO
2025-12-20 13:31:52 | INFO     | multiagent           | Log files: D:\try\storage\logs\app_20251220.log
2025-12-20 13:31:52 | INFO     | multiagent           | ============================================================
2025-12-20 13:31:52 | INFO     | multiagent           | Multi-Agent Corporate System Starting
2025-12-20 13:31:52 | INFO     | multiagent           | ============================================================
2025-12-20 13:31:52 | INFO     | multiagent           | Python version: 3.13.5 (tags/v3.13.5:6cb20a2, Jun 11 2025, 16:15:46) [MSC v.1943 64 bit (AMD64)]
2025-12-20 13:31:52 | INFO     | multiagent           | Project root: D:\try
2025-12-20 13:31:52 | INFO     | multiagent           | Start time: 2025-12-20T08:01:52.034070+00:00
2025-12-20 13:31:52 | INFO     | multiagent.config    | Configuration validated successfully
2025-12-20 13:31:52 | INFO     | multiagent.config    | Environment: development
2025-12-20 13:31:52 | INFO     | multiagent.config    | Debug mode: True
2025-12-20 13:31:52 | INFO     | multiagent.startup   | Performing startup health checks...
2025-12-20 13:31:52 | INFO     | multiagent.startup   | [OK] Supabase connection successful
2025-12-20 13:31:53 | INFO     | multiagent.startup   | [OK] OpenRouter API key valid
2025-12-20 13:31:53 | INFO     | multiagent.startup   | [OK] Storage directory writable
2025-12-20 13:31:53 | INFO     | multiagent.startup   | [INFO] SMTP not configured (notifications disabled)
2025-12-20 13:31:53 | INFO     | multiagent.startup   | All startup checks passed
2025-12-20 13:31:53 | INFO     | multiagent.startup   | [OK] Supabase connection successful
2025-12-20 13:31:54 | WARNING  | app                  | Initializing MockSupabaseAuth for DEV_MODE
2025-12-20 13:31:54 | INFO     | app.auth             | Mock Supabase auth client initialized (DEV MODE)
2025-12-20 13:31:54 | INFO     | app.auth             | Loaded mock DB from storage/mock_db.json
2025-12-20 13:31:54 | INFO     | multiagent.startup   | [OK] OpenRouter API key valid
2025-12-20 13:31:54 | INFO     | multiagent.startup   | [OK] Storage directory writable
2025-12-20 13:31:54 | INFO     | multiagent.startup   | [INFO] SMTP not configured (notifications disabled)
2025-12-20 13:31:54 | INFO     | multiagent.startup   | All startup checks passed
2025-12-20 13:31:54 | INFO     | orchestrator.llm_client | OpenRouter client initialized
2025-12-20 13:31:54 | INFO     | orchestrator.tools.notifier | SMTP notifier disabled (no configuration)
2025-12-20 13:31:54 | WARNING  | app                  | Initializing MockSupabaseAuth for DEV_MODE
2025-12-20 13:31:54 | INFO     | app.auth             | Mock Supabase auth client initialized (DEV MODE)
2025-12-20 13:31:54 | INFO     | app.auth             | Loaded mock DB from storage/mock_db.json
2025-12-20 13:31:54 | INFO     | orchestrator.config  | Loading config from: D:\try\config
2025-12-20 13:31:54 | INFO     | orchestrator.config  | Loaded agents.yaml
2025-12-20 13:31:54 | INFO     | orchestrator.config  | Loaded openrouter.yaml
2025-12-20 13:31:54 | INFO     | orchestrator.orchestrator | Orchestrator initialized
2025-12-20 13:31:54 | INFO     | app                  | Flask application initialized successfully
2025-12-20 13:31:54 | INFO     | multiagent.app       | Flask application created successfully
2025-12-20 13:31:54 | INFO     | multiagent           | ------------------------------------------------------------
2025-12-20 13:31:54 | INFO     | multiagent           | Starting Flask server on http://0.0.0.0:5000
2025-12-20 13:31:54 | INFO     | multiagent           | Debug mode: True
2025-12-20 13:31:54 | INFO     | multiagent           | ------------------------------------------------------------
2025-12-20 13:31:55 | INFO     | multiagent           | Logging initialized at level INFO
2025-12-20 13:31:55 | INFO     | multiagent           | Log files: D:\try\storage\logs\app_20251220.log
2025-12-20 13:31:55 | INFO     | multiagent           | ============================================================
2025-12-20 13:31:55 | INFO     | multiagent           | Multi-Agent Corporate System Starting
2025-12-20 13:31:55 | INFO     | multiagent           | ============================================================
2025-12-20 13:31:55 | INFO     | multiagent           | Python version: 3.13.5 (tags/v3.13.5:6cb20a2, Jun 11 2025, 16:15:46) [MSC v.1943 64 bit (AMD64)]
2025-12-20 13:31:55 | INFO     | multiagent           | Project root: D:\try
2025-12-20 13:31:55 | INFO     | multiagent           | Start time: 2025-12-20T08:01:55.294538+00:00
2025-12-20 13:31:55 | INFO     | multiagent.config    | Configuration validated successfully
2025-12-20 13:31:55 | INFO     | multiagent.config    | Environment: development
2025-12-20 13:31:55 | INFO     | multiagent.config    | Debug mode: True
2025-12-20 13:31:55 | INFO     | multiagent.startup   | Performing startup health checks...
2025-12-20 13:31:55 | INFO     | orchestrator.llm_client | OpenRouter client initialized
2025-12-20 13:31:55 | INFO     | orchestrator.tools.notifier | SMTP notifier disabled (no configuration)
2025-12-20 13:31:55 | INFO     | orchestrator.config  | Loading config from: D:\try\config
2025-12-20 13:31:55 | INFO     | orchestrator.config  | Loaded agents.yaml
2025-12-20 13:31:55 | INFO     | orchestrator.config  | Loaded openrouter.yaml
2025-12-20 13:31:55 | INFO     | orchestrator.orchestrator | Orchestrator initialized
2025-12-20 13:31:55 | INFO     | app                  | Flask application initialized successfully
2025-12-20 13:31:55 | INFO     | multiagent.app       | Flask application created successfully
2025-12-20 13:31:55 | INFO     | multiagent           | ------------------------------------------------------------
2025-12-20 13:31:55 | INFO     | multiagent           | Starting Flask server on http://0.0.0.0:5000
2025-12-20 13:31:55 | INFO     | multiagent           | Debug mode: True
2025-12-20 13:31:55 | INFO     | multiagent           | ------------------------------------------------------------
2025-12-20 13:31:55 | WARNING  | werkzeug             |  * Debugger is active!
2025-12-20 13:31:57 | INFO     | multiagent.startup   | [OK] Supabase connection successful
2025-12-20 13:31:58 | INFO     | multiagent.startup   | [OK] OpenRouter API key valid
2025-12-20 13:31:58 | INFO     | multiagent.startup   | [OK] Storage directory writable
2025-12-20 13:31:58 | INFO     | multiagent.startup   | [INFO] SMTP not configured (notifications disabled)
2025-12-20 13:31:58 | INFO     | multiagent.startup   | All startup checks passed
2025-12-20 13:31:58 | WARNING  | app                  | Initializing MockSupabaseAuth for DEV_MODE
2025-12-20 13:31:58 | INFO     | app.auth             | Mock Supabase auth client initialized (DEV MODE)
2025-12-20 13:31:58 | INFO     | app.auth             | Loaded mock DB from storage/mock_db.json
2025-12-20 13:31:58 | INFO     | orchestrator.llm_client | OpenRouter client initialized
2025-12-20 13:31:58 | INFO     | orchestrator.tools.notifier | SMTP notifier disabled (no configuration)
2025-12-20 13:31:58 | INFO     | orchestrator.config  | Loading config from: D:\try\config
2025-12-20 13:31:58 | INFO     | orchestrator.config  | Loaded agents.yaml
2025-12-20 13:31:58 | INFO     | orchestrator.config  | Loaded openrouter.yaml
2025-12-20 13:31:59 | INFO     | orchestrator.orchestrator | Orchestrator initialized
2025-12-20 13:31:59 | INFO     | app                  | Flask application initialized successfully
2025-12-20 13:31:59 | INFO     | multiagent.app       | Flask application created successfully
2025-12-20 13:31:59 | INFO     | multiagent           | ------------------------------------------------------------
2025-12-20 13:31:59 | INFO     | multiagent           | Starting Flask server on http://0.0.0.0:5000
2025-12-20 13:31:59 | INFO     | multiagent           | Debug mode: True
2025-12-20 13:31:59 | INFO     | multiagent           | ------------------------------------------------------------
2025-12-20 13:31:59 | WARNING  | werkzeug             |  * Debugger is active!
2025-12-20 13:34:30 | INFO     | multiagent           | Received SIGINT signal, initiating graceful shutdown...
2025-12-20 13:34:30 | INFO     | multiagent.cleanup   | Performing cleanup tasks...
2025-12-20 13:34:30 | INFO     | multiagent.cleanup   | Cleanup completed successfully
2025-12-20 13:34:30 | INFO     | multiagent           | Application shutdown complete
2025-12-20 13:34:30 | INFO     | multiagent.cleanup   | Performing cleanup tasks...
2025-12-20 13:34:30 | INFO     | multiagent.cleanup   | Cleanup completed successfully
2025-12-20 13:34:30 | INFO     | multiagent           | Received SIGINT signal, initiating graceful shutdown...
2025-12-20 13:34:30 | INFO     | multiagent.cleanup   | Performing cleanup tasks...
2025-12-20 13:34:30 | INFO     | multiagent.cleanup   | Cleanup completed successfully
2025-12-20 13:34:30 | INFO     | multiagent           | Application shutdown complete
2025-12-20 13:34:30 | INFO     | multiagent.cleanup   | Performing cleanup tasks...
2025-12-20 13:34:30 | INFO     | multiagent.cleanup   | Cleanup completed successfully
2025-12-20 13:34:32 | INFO     | multiagent           | Logging initialized at level INFO
2025-12-20 13:34:32 | INFO     | multiagent           | Log files: D:\try\storage\logs\app_20251220.log
2025-12-20 13:34:32 | INFO     | multiagent           | ============================================================
2025-12-20 13:34:32 | INFO     | multiagent           | Multi-Agent Corporate System Starting
2025-12-20 13:34:32 | INFO     | multiagent           | ============================================================
2025-12-20 13:34:32 | INFO     | multiagent           | Python version: 3.13.5 (tags/v3.13.5:6cb20a2, Jun 11 2025, 16:15:46) [MSC v.1943 64 bit (AMD64)]
2025-12-20 13:34:32 | INFO     | multiagent           | Project root: D:\try
2025-12-20 13:34:32 | INFO     | multiagent           | Start time: 2025-12-20T08:04:32.729606+00:00
2025-12-20 13:34:32 | INFO     | multiagent.config    | Configuration validated successfully
2025-12-20 13:34:32 | INFO     | multiagent.config    | Environment: development
2025-12-20 13:34:32 | INFO     | multiagent.config    | Debug mode: True
2025-12-20 13:34:32 | INFO     | multiagent.startup   | Performing startup health checks...
2025-12-20 13:34:33 | INFO     | multiagent.startup   | [OK] Supabase connection successful
2025-12-20 13:34:34 | INFO     | multiagent.startup   | [OK] OpenRouter API key valid
2025-12-20 13:34:34 | INFO     | multiagent.startup   | [OK] Storage directory writable
2025-12-20 13:34:34 | INFO     | multiagent.startup   | [INFO] SMTP not configured (notifications disabled)
2025-12-20 13:34:34 | INFO     | multiagent.startup   | All startup checks passed
2025-12-20 13:34:34 | WARNING  | app                  | Initializing MockSupabaseAuth for DEV_MODE
2025-12-20 13:34:34 | INFO     | app.auth             | Mock Supabase auth client initialized (DEV MODE)
2025-12-20 13:34:34 | INFO     | app.auth             | Loaded mock DB from storage/mock_db.json
2025-12-20 13:34:34 | INFO     | orchestrator.llm_client | OpenRouter client initialized
2025-12-20 13:34:34 | INFO     | orchestrator.tools.notifier | SMTP notifier disabled (no configuration)
2025-12-20 13:34:34 | INFO     | orchestrator.config  | Loading config from: D:\try\config
2025-12-20 13:34:34 | INFO     | orchestrator.config  | Loaded agents.yaml
2025-12-20 13:34:34 | INFO     | orchestrator.config  | Loaded openrouter.yaml
2025-12-20 13:34:34 | INFO     | orchestrator.orchestrator | Orchestrator initialized
2025-12-20 13:34:34 | INFO     | app                  | Flask application initialized successfully
2025-12-20 13:34:34 | INFO     | multiagent.app       | Flask application created successfully
2025-12-20 13:34:34 | INFO     | multiagent           | ------------------------------------------------------------
2025-12-20 13:34:34 | INFO     | multiagent           | Starting Flask server on http://0.0.0.0:5000
2025-12-20 13:34:34 | INFO     | multiagent           | Debug mode: True
2025-12-20 13:34:34 | INFO     | multiagent           | ------------------------------------------------------------
2025-12-20 13:34:34 | INFO     | multiagent           | Logging initialized at level INFO
2025-12-20 13:34:34 | INFO     | multiagent           | Log files: D:\try\storage\logs\app_20251220.log
2025-12-20 13:34:34 | INFO     | multiagent           | ============================================================
2025-12-20 13:34:34 | INFO     | multiagent           | Multi-Agent Corporate System Starting
2025-12-20 13:34:34 | INFO     | multiagent           | ============================================================
2025-12-20 13:34:34 | INFO     | multiagent           | Python version: 3.13.5 (tags/v3.13.5:6cb20a2, Jun 11 2025, 16:15:46) [MSC v.1943 64 bit (AMD64)]
2025-12-20 13:34:34 | INFO     | multiagent           | Project root: D:\try
2025-12-20 13:34:34 | INFO     | multiagent           | Start time: 2025-12-20T08:04:34.822026+00:00
